Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players,Sentiment Score,Sentiment
Animal Crossing: New Horizons,22.5,Teen,27.6,Android/iOS,Yes,Innersloth,Nintendo,2014,Action,Yes,27.2,Medium,Average,Excellent,"Great game, but too many bugs.",Offline,2,0.3,Positive
Super Mario Odyssey,32.6,Everyone 10+,32.68,PS4,Yes,Bungie,Nintendo,2022,Shooter,Yes,56.1,Medium,Good,Poor,"Great game, but the graphics could be better.",Offline,2,0.3,Positive
Grand Theft Auto V,30.0,Mature,41.72,Xbox,Yes,CD Projekt Red,Square Enix,2010,Adventure,Yes,26.2,High,Good,Good,"Disappointing game, but the gameplay is amazing.",Offline,4,-0.1333333333333333,Neutral
Pillars of Eternity II: Deadfire,33.8,Mature,44.25,Switch,Yes,CD Projekt Red,Epic Games,2012,Sports,No,38.9,High,Poor,Good,"Amazing game, but the graphics could be better.",Online,5,0.23333333333333336,Positive
Half-Life: Alyx,23.9,Everyone,40.22,Switch,Yes,Epic Games,Valve,2012,Adventure,No,18.2,Medium,Good,Excellent,"Amazing game, but the graphics could be better.",Online,6,0.23333333333333336,Positive
League of Legends,44.7,Everyone 10+,59.19,PC,No,Innersloth,Electronic Arts,2022,Adventure,Yes,48.6,Ultra,Poor,Average,"Great game, but too many bugs.",Online,8,0.3,Positive
Tekken 7,26.7,Everyone 10+,40.24,Switch,No,CD Projekt Red,Innersloth,2010,Sports,No,21.4,Ultra,Average,Good,"Great game, but the gameplay is amazing.",Online,6,0.3333333333333333,Positive
Overwatch 2,26.8,Everyone 10+,49.57,Switch,Yes,Rockstar Games,Take-Two Interactive,2022,Party,Yes,5.7,Medium,Good,Average,"Disappointing game, but the gameplay is amazing.",Online,8,-0.1333333333333333,Neutral
1000-Piece Puzzle,36.0,Everyone,51.48,PC,Yes,Innersloth,Valve,2014,Shooter,Yes,31.2,Low,Good,Good,"Solid game, but the gameplay is amazing.",Online,1,0.0666666666666667,Neutral
Portal 2,29.7,Teen,53.79,Xbox,Yes,Bungie,Take-Two Interactive,2015,Role-Playing Game,Yes,6.0,Medium,Average,Poor,"Amazing game, but the graphics could be better.",Offline,8,0.23333333333333336,Positive
Animal Crossing: New Horizons,28.3,Everyone,33.63,Android/iOS,Yes,CD Projekt Red,Innersloth,2013,Strategy,Yes,44.3,Ultra,Average,Poor,"Amazing game, but the graphics could be better.",Offline,5,0.23333333333333336,Positive
Red Dead Redemption 2,39.5,Mature,42.56,Switch,No,Rockstar Games,Square Enix,2021,Simulation,Yes,54.6,Medium,Average,Poor,"Solid game, but the graphics could be better.",Offline,10,0.033333333333333326,Neutral
Halo Infinite,16.8,Teen,25.26,Xbox,Yes,Capcom,Nintendo,2011,Sports,No,19.1,Medium,Poor,Excellent,"Disappointing game, but the gameplay is amazing.",Online,8,-0.1333333333333333,Neutral
Mario Kart 8 Deluxe,22.0,Teen,24.27,Xbox,Yes,EA Sports,Epic Games,2021,Puzzle,No,35.3,High,Average,Average,"Amazing game, but too many bugs.",Online,7,0.23333333333333336,Positive
Bioshock Infinite,15.4,Teen,28.61,PC,No,Capcom,Innersloth,2013,Action,No,5.5,Ultra,Excellent,Average,"Amazing game, but the gameplay is amazing.",Online,1,0.2666666666666667,Positive
Tetris,38.4,Teen,45.01,Xbox,Yes,Rockstar Games,Innersloth,2021,Puzzle,Yes,53.2,Low,Average,Poor,"Amazing game, but too many bugs.",Offline,8,0.23333333333333336,Positive
Pokémon Scarlet & Violet,27.4,Teen,38.6,PC,Yes,Nintendo,Innersloth,2020,Sports,Yes,22.3,High,Good,Average,"Amazing game, but too many bugs.",Online,2,0.23333333333333336,Positive
Tetris,27.2,Teen,39.84,Android/iOS,No,Epic Games,Valve,2016,Action,Yes,24.2,Ultra,Excellent,Good,"Solid game, but the graphics could be better.",Offline,8,0.033333333333333326,Neutral
Street Fighter V,30.0,Everyone,50.67,PC,Yes,Game Freak,Take-Two Interactive,2019,Strategy,Yes,17.6,Medium,Good,Poor,"Amazing game, but the gameplay is amazing.",Online,10,0.2666666666666667,Positive
Tekken 7,23.3,Mature,33.92,Android/iOS,Yes,CD Projekt Red,Square Enix,2014,Simulation,Yes,16.0,Low,Good,Good,"Solid game, but the graphics could be better.",Offline,5,0.033333333333333326,Neutral
Super Mario Odyssey,32.3,Everyone 10+,41.49,Switch,Yes,Capcom,Epic Games,2019,Simulation,Yes,33.9,Ultra,Excellent,Excellent,"Amazing game, but the gameplay is amazing.",Online,7,0.2666666666666667,Positive
Counter-Strike: Global Offensive,20.2,Everyone 10+,28.4,Switch,No,Game Freak,Electronic Arts,2017,Action,Yes,22.2,Low,Good,Good,"Solid game, but too many bugs.",Offline,10,0.033333333333333326,Neutral
Super Smash Bros. Ultimate,31.9,Everyone,50.71,PC,No,EA Sports,Capcom,2016,Sports,Yes,21.7,High,Excellent,Average,"Disappointing game, but too many bugs.",Offline,10,-0.16666666666666666,Neutral
Ghost of Tsushima,43.3,Everyone,55.07,Xbox,Yes,Innersloth,Innersloth,2020,Role-Playing Game,No,58.8,Medium,Good,Good,"Disappointing game, but the graphics could be better.",Online,5,-0.16666666666666666,Neutral
Fortnite,24.1,Everyone 10+,37.05,PS4,Yes,Innersloth,Square Enix,2018,Fighting,No,21.3,Ultra,Good,Excellent,"Disappointing game, but the graphics could be better.",Offline,7,-0.16666666666666666,Neutral
Portal 2,41.1,Mature,55.37,PS4,No,Rockstar Games,Activision,2022,Party,Yes,40.7,High,Good,Poor,"Disappointing game, but the gameplay is amazing.",Online,8,-0.1333333333333333,Neutral
Halo Infinite,24.1,Teen,42.35,PC,Yes,CD Projekt Red,Epic Games,2023,Simulation,No,16.3,High,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,6,-0.1333333333333333,Neutral
Portal 2,36.5,Teen,51.69,PS4,Yes,Valve,Epic Games,2013,Puzzle,No,41.5,Medium,Poor,Average,"Solid game, but the graphics could be better.",Offline,4,0.033333333333333326,Neutral
Bioshock Infinite,28.5,Everyone 10+,33.63,PC,No,EA Sports,Take-Two Interactive,2017,Party,No,35.8,Ultra,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,10,0.2666666666666667,Positive
Bioshock Infinite,27.6,Everyone,44.67,Switch,Yes,Bungie,Take-Two Interactive,2012,Strategy,Yes,15.3,Ultra,Excellent,Poor,"Solid game, but too many bugs.",Online,3,0.033333333333333326,Neutral
Counter-Strike: Global Offensive,40.6,Teen,58.75,Xbox,No,Rockstar Games,Activision,2010,Fighting,No,38.2,Ultra,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Online,10,-0.1333333333333333,Neutral
The Sims 4,31.6,Teen,49.17,Android/iOS,Yes,Nintendo,Electronic Arts,2023,Adventure,No,26.2,High,Excellent,Average,"Amazing game, but the gameplay is amazing.",Online,7,0.2666666666666667,Positive
Ghost of Tsushima,36.7,Mature,54.47,Android/iOS,No,Game Freak,Capcom,2021,Shooter,Yes,35.1,Ultra,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Offline,5,-0.1333333333333333,Neutral
Tomb Raider (2013),25.4,Teen,29.28,Xbox,Yes,Game Freak,Epic Games,2016,Party,Yes,41.1,High,Poor,Good,"Solid game, but the gameplay is amazing.",Offline,4,0.0666666666666667,Neutral
Hades,17.9,Everyone,23.61,Switch,No,EA Sports,Innersloth,2011,Shooter,No,18.2,Ultra,Excellent,Average,"Amazing game, but too many bugs.",Online,4,0.23333333333333336,Positive
Bioshock Infinite,26.0,Everyone,39.41,Android/iOS,Yes,Capcom,Valve,2016,Adventure,Yes,18.3,Ultra,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,4,0.0666666666666667,Neutral
League of Legends,32.1,Mature,51.95,PC,Yes,Bungie,Nintendo,2021,Role-Playing Game,No,19.0,Ultra,Poor,Poor,"Solid game, but too many bugs.",Online,8,0.033333333333333326,Neutral
The Sims 4,31.2,Everyone,44.05,Android/iOS,Yes,Rockstar Games,Epic Games,2022,Simulation,Yes,30.9,High,Good,Average,"Disappointing game, but too many bugs.",Offline,3,-0.16666666666666666,Neutral
FIFA 24,30.4,Teen,46.17,PC,No,CD Projekt Red,Innersloth,2020,Strategy,No,29.3,High,Average,Good,"Disappointing game, but the graphics could be better.",Offline,1,-0.16666666666666666,Neutral
Call of Duty: Modern Warfare 2,32.9,Mature,36.89,PC,Yes,Capcom,Valve,2011,Fighting,No,51.9,Ultra,Poor,Good,"Amazing game, but the gameplay is amazing.",Online,7,0.2666666666666667,Positive
Street Fighter V,31.8,Mature,50.22,PS4,No,EA Sports,Valve,2011,Shooter,No,23.2,Low,Poor,Poor,"Amazing game, but the graphics could be better.",Offline,2,0.23333333333333336,Positive
Half-Life: Alyx,35.2,Everyone 10+,39.54,Switch,No,CD Projekt Red,Take-Two Interactive,2014,Shooter,Yes,49.2,High,Average,Average,"Great game, but too many bugs.",Online,1,0.3,Positive
Super Mario Odyssey,26.4,Everyone 10+,42.6,PC,Yes,Bungie,Epic Games,2015,Sports,Yes,13.8,High,Poor,Poor,"Solid game, but the graphics could be better.",Offline,7,0.033333333333333326,Neutral
Hitman 3,34.4,Mature,59.74,Android/iOS,Yes,Bungie,Activision,2012,Shooter,No,13.8,Low,Good,Excellent,"Disappointing game, but the graphics could be better.",Online,4,-0.16666666666666666,Neutral
Cuphead,20.7,Mature,25.49,Switch,No,Innersloth,Square Enix,2010,Party,Yes,22.8,Ultra,Good,Average,"Amazing game, but too many bugs.",Online,3,0.23333333333333336,Positive
Pillars of Eternity II: Deadfire,47.3,Mature,57.17,PC,No,Bungie,Capcom,2021,Strategy,No,58.9,Low,Average,Excellent,"Disappointing game, but the graphics could be better.",Offline,6,-0.16666666666666666,Neutral
The Witcher 3: Wild Hunt,35.3,Mature,50.4,Xbox,Yes,Capcom,Valve,2023,Sports,Yes,32.4,Ultra,Average,Poor,"Amazing game, but the graphics could be better.",Online,7,0.23333333333333336,Positive
The Witcher 3: Wild Hunt,14.9,Everyone 10+,20.26,Switch,Yes,EA Sports,Square Enix,2017,Strategy,No,14.6,Medium,Poor,Excellent,"Great game, but the gameplay is amazing.",Offline,7,0.3333333333333333,Positive
Half-Life: Alyx,27.1,Everyone 10+,21.87,Xbox,Yes,Valve,Epic Games,2015,Simulation,Yes,55.1,High,Average,Poor,"Solid game, but too many bugs.",Offline,10,0.033333333333333326,Neutral
Overwatch 2,37.4,Everyone 10+,41.86,Switch,No,Rockstar Games,Take-Two Interactive,2021,Adventure,No,53.3,Low,Average,Good,"Solid game, but the graphics could be better.",Offline,10,0.033333333333333326,Neutral
Pokémon Scarlet & Violet,37.0,Teen,59.6,PC,Yes,Capcom,Capcom,2019,Fighting,Yes,17.4,Ultra,Good,Excellent,"Amazing game, but too many bugs.",Online,5,0.23333333333333336,Positive
Fortnite,25.5,Everyone 10+,25.68,PS4,No,Innersloth,Take-Two Interactive,2023,Fighting,Yes,44.9,Medium,Good,Excellent,"Great game, but the graphics could be better.",Offline,4,0.3,Positive
Minecraft,38.4,Mature,54.6,Android/iOS,Yes,Game Freak,Nintendo,2019,Shooter,No,30.8,Ultra,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Online,8,-0.1333333333333333,Neutral
Ghost of Tsushima,21.3,Everyone 10+,24.31,PS4,Yes,Valve,Nintendo,2010,Party,No,24.6,Ultra,Excellent,Average,"Solid game, but the graphics could be better.",Online,1,0.033333333333333326,Neutral
Grand Theft Auto V,30.7,Teen,34.89,Switch,No,Capcom,Nintendo,2023,Sports,No,39.9,Medium,Good,Excellent,"Amazing game, but the gameplay is amazing.",Offline,2,0.2666666666666667,Positive
Counter-Strike: Global Offensive,30.2,Everyone 10+,34.21,PS4,Yes,Nintendo,Valve,2020,Fighting,No,48.8,Low,Poor,Good,"Amazing game, but too many bugs.",Online,8,0.23333333333333336,Positive
Hades,40.7,Teen,57.64,Xbox,Yes,Game Freak,Nintendo,2017,Sports,No,39.5,Low,Average,Excellent,"Solid game, but too many bugs.",Offline,5,0.033333333333333326,Neutral
Minecraft,23.9,Everyone,37.49,Android/iOS,Yes,EA Sports,Epic Games,2016,Role-Playing Game,No,15.6,Medium,Average,Poor,"Great game, but the gameplay is amazing.",Offline,3,0.3333333333333333,Positive
Sid Meier’s Civilization VI,21.2,Mature,34.99,Xbox,No,Epic Games,Take-Two Interactive,2014,Adventure,No,13.5,Ultra,Average,Average,"Amazing game, but too many bugs.",Offline,6,0.23333333333333336,Positive
Bioshock Infinite,28.0,Everyone,27.27,Switch,No,Valve,Square Enix,2022,Simulation,No,42.1,Low,Poor,Good,"Disappointing game, but too many bugs.",Online,2,-0.16666666666666666,Neutral
Mario Kart 8 Deluxe,30.2,Mature,40.24,Switch,Yes,EA Sports,Square Enix,2018,Strategy,Yes,34.0,Medium,Poor,Good,"Great game, but the gameplay is amazing.",Online,1,0.3333333333333333,Positive
Fortnite,30.3,Mature,41.95,PS4,No,Epic Games,Valve,2011,Puzzle,Yes,31.9,High,Poor,Good,"Amazing game, but the graphics could be better.",Offline,8,0.23333333333333336,Positive
Sid Meier’s Civilization VI,17.8,Everyone 10+,20.81,PC,No,EA Sports,Nintendo,2019,Role-Playing Game,Yes,23.3,Medium,Good,Good,"Solid game, but the graphics could be better.",Offline,10,0.033333333333333326,Neutral
Among Us,33.9,Everyone,31.74,Switch,Yes,Innersloth,Nintendo,2018,Fighting,Yes,56.0,High,Good,Poor,"Disappointing game, but too many bugs.",Online,2,-0.16666666666666666,Neutral
Among Us,20.6,Everyone,24.7,PS4,Yes,Bungie,Square Enix,2021,Role-Playing Game,No,29.7,Low,Good,Excellent,"Great game, but the gameplay is amazing.",Online,7,0.3333333333333333,Positive
Mario Kart 8 Deluxe,42.1,Everyone,46.21,Switch,Yes,Rockstar Games,Innersloth,2020,Puzzle,Yes,58.3,High,Good,Good,"Great game, but the graphics could be better.",Online,4,0.3,Positive
Overwatch 2,31.9,Mature,37.0,Android/iOS,No,EA Sports,Square Enix,2013,Adventure,Yes,40.1,High,Average,Good,"Amazing game, but the gameplay is amazing.",Offline,3,0.2666666666666667,Positive
Fall Guys,32.8,Everyone 10+,47.81,PS4,No,Bungie,Innersloth,2013,Adventure,No,29.9,Low,Excellent,Good,"Great game, but the graphics could be better.",Online,3,0.3,Positive
Just Dance 2024,26.6,Teen,41.97,Android/iOS,Yes,Capcom,Activision,2011,Shooter,No,21.6,Medium,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Online,8,-0.1333333333333333,Neutral
Grand Theft Auto V,34.7,Everyone,51.73,PC,No,Epic Games,Take-Two Interactive,2013,Shooter,Yes,27.7,Ultra,Average,Average,"Disappointing game, but too many bugs.",Offline,3,-0.16666666666666666,Neutral
Minecraft,25.9,Mature,42.56,Xbox,No,Valve,Valve,2022,Role-Playing Game,Yes,17.8,High,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,7,-0.1333333333333333,Neutral
Fall Guys,31.9,Everyone 10+,42.97,Switch,No,EA Sports,Epic Games,2022,Shooter,Yes,35.4,Ultra,Average,Good,"Amazing game, but the graphics could be better.",Online,2,0.23333333333333336,Positive
Fall Guys,24.6,Teen,29.43,Xbox,No,Nintendo,Activision,2020,Role-Playing Game,Yes,39.0,Low,Good,Excellent,"Amazing game, but the gameplay is amazing.",Offline,8,0.2666666666666667,Positive
Among Us,32.3,Everyone 10+,50.31,PS4,No,Capcom,Square Enix,2012,Simulation,No,22.1,Ultra,Good,Good,"Disappointing game, but the graphics could be better.",Offline,10,-0.16666666666666666,Neutral
Portal 2,23.8,Teen,31.28,PS4,No,Capcom,Epic Games,2020,Fighting,No,23.0,Ultra,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,3,-0.1333333333333333,Neutral
Tekken 7,22.4,Everyone 10+,29.94,Xbox,Yes,Innersloth,Innersloth,2018,Puzzle,No,26.2,High,Excellent,Good,"Great game, but too many bugs.",Offline,5,0.3,Positive
Half-Life: Alyx,33.7,Everyone 10+,45.8,PS4,Yes,Bungie,Electronic Arts,2020,Sports,Yes,36.2,High,Average,Poor,"Great game, but the graphics could be better.",Offline,3,0.3,Positive
Grand Theft Auto V,31.7,Teen,49.51,PS4,Yes,Epic Games,Activision,2020,Fighting,No,29.2,Low,Poor,Good,"Amazing game, but too many bugs.",Online,7,0.23333333333333336,Positive
Cuphead,22.9,Mature,41.62,Xbox,No,Valve,Valve,2017,Role-Playing Game,Yes,6.4,Medium,Excellent,Poor,"Disappointing game, but the gameplay is amazing.",Offline,10,-0.1333333333333333,Neutral
Half-Life: Alyx,21.9,Teen,36.63,Xbox,Yes,EA Sports,Capcom,2013,Simulation,No,8.4,Low,Good,Good,"Great game, but the graphics could be better.",Offline,1,0.3,Positive
Animal Crossing: New Horizons,31.4,Teen,43.79,PC,Yes,EA Sports,Activision,2017,Party,Yes,32.7,High,Excellent,Excellent,"Disappointing game, but too many bugs.",Online,5,-0.16666666666666666,Neutral
League of Legends,22.3,Everyone,37.65,Xbox,Yes,CD Projekt Red,Square Enix,2015,Strategy,Yes,12.2,Medium,Good,Excellent,"Great game, but the gameplay is amazing.",Online,5,0.3333333333333333,Positive
Fall Guys,16.2,Teen,22.77,Switch,No,Innersloth,Take-Two Interactive,2012,Simulation,No,21.6,High,Average,Excellent,"Amazing game, but the graphics could be better.",Offline,5,0.23333333333333336,Positive
Stardew Valley,30.7,Everyone 10+,32.35,PC,Yes,Innersloth,Square Enix,2015,Puzzle,Yes,47.2,Low,Average,Average,"Great game, but the graphics could be better.",Offline,6,0.3,Positive
Fall Guys,25.2,Mature,40.64,Switch,Yes,Bungie,Valve,2023,Adventure,No,20.9,Low,Excellent,Good,"Amazing game, but too many bugs.",Online,3,0.23333333333333336,Positive
Spelunky 2,27.7,Everyone 10+,23.59,PS4,Yes,Game Freak,Electronic Arts,2018,Party,No,46.4,Ultra,Average,Excellent,"Amazing game, but too many bugs.",Online,5,0.23333333333333336,Positive
Super Mario Odyssey,30.9,Everyone,52.13,PS4,No,Bungie,Electronic Arts,2013,Sports,Yes,22.7,Ultra,Good,Poor,"Solid game, but too many bugs.",Online,7,0.033333333333333326,Neutral
Tomb Raider (2013),34.0,Teen,47.52,Android/iOS,Yes,CD Projekt Red,Nintendo,2021,Adventure,Yes,28.0,Medium,Average,Excellent,"Great game, but the graphics could be better.",Offline,10,0.3,Positive
Street Fighter V,40.3,Everyone 10+,50.32,Xbox,Yes,Rockstar Games,Valve,2017,Strategy,Yes,45.2,High,Average,Poor,"Disappointing game, but too many bugs.",Offline,6,-0.16666666666666666,Neutral
The Sims 4,32.0,Teen,43.33,Switch,No,Epic Games,Valve,2021,Party,No,31.9,Low,Poor,Excellent,"Great game, but too many bugs.",Online,4,0.3,Positive
Among Us,21.9,Everyone 10+,32.99,PS4,Yes,Rockstar Games,Valve,2022,Role-Playing Game,Yes,23.0,High,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Offline,4,-0.1333333333333333,Neutral
Just Dance 2024,30.5,Everyone 10+,32.68,Switch,No,Nintendo,Innersloth,2010,Strategy,No,43.7,Ultra,Excellent,Good,"Great game, but too many bugs.",Offline,6,0.3,Positive
Call of Duty: Modern Warfare 2,41.1,Everyone,59.31,Android/iOS,Yes,Game Freak,Capcom,2010,Role-Playing Game,No,39.7,Ultra,Average,Poor,"Great game, but too many bugs.",Online,8,0.3,Positive
Among Us,27.5,Everyone,22.21,PS4,Yes,Nintendo,Innersloth,2013,Simulation,No,58.8,High,Average,Poor,"Amazing game, but the graphics could be better.",Online,7,0.23333333333333336,Positive
1000-Piece Puzzle,35.1,Teen,49.53,Android/iOS,No,Game Freak,Take-Two Interactive,2023,Fighting,No,28.8,Low,Poor,Excellent,"Solid game, but the graphics could be better.",Online,3,0.033333333333333326,Neutral
The Sims 4,21.6,Mature,31.39,Switch,Yes,Innersloth,Square Enix,2017,Sports,No,13.0,Medium,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,1,0.2666666666666667,Positive
Tomb Raider (2013),29.8,Everyone,39.56,Switch,Yes,CD Projekt Red,Square Enix,2019,Role-Playing Game,Yes,28.3,High,Good,Poor,"Amazing game, but the gameplay is amazing.",Online,10,0.2666666666666667,Positive
Minecraft,27.6,Everyone 10+,29.73,Xbox,No,Valve,Nintendo,2017,Party,Yes,46.5,Low,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,7,-0.16666666666666666,Neutral
Hitman 3,35.6,Everyone 10+,38.22,PS4,No,CD Projekt Red,Innersloth,2017,Shooter,Yes,58.4,Medium,Excellent,Excellent,"Amazing game, but the gameplay is amazing.",Online,1,0.2666666666666667,Positive
Red Dead Redemption 2,29.4,Mature,36.62,PC,Yes,Bungie,Take-Two Interactive,2018,Party,Yes,37.0,Ultra,Average,Average,"Solid game, but the graphics could be better.",Offline,2,0.033333333333333326,Neutral
Cuphead,31.1,Mature,46.65,Xbox,No,Capcom,Capcom,2021,Adventure,Yes,29.5,Ultra,Excellent,Average,"Solid game, but the gameplay is amazing.",Online,1,0.0666666666666667,Neutral
Stardew Valley,19.2,Teen,32.67,Xbox,Yes,Innersloth,Capcom,2019,Fighting,No,10.8,Low,Average,Average,"Great game, but too many bugs.",Online,8,0.3,Positive
Tomb Raider (2013),16.3,Teen,25.17,Android/iOS,No,Game Freak,Nintendo,2015,Shooter,Yes,10.8,Medium,Average,Poor,"Solid game, but too many bugs.",Offline,2,0.033333333333333326,Neutral
Kingdom Hearts III,31.3,Everyone 10+,51.65,Android/iOS,Yes,Rockstar Games,Valve,2013,Sports,Yes,20.4,Medium,Good,Poor,"Great game, but the graphics could be better.",Online,3,0.3,Positive
Animal Crossing: New Horizons,40.6,Everyone,57.0,PS4,No,Capcom,Nintendo,2016,Role-Playing Game,No,36.0,Ultra,Average,Poor,"Disappointing game, but the gameplay is amazing.",Offline,8,-0.1333333333333333,Neutral
Tekken 7,20.5,Teen,21.6,Switch,Yes,Innersloth,Nintendo,2013,Shooter,Yes,37.8,Ultra,Poor,Average,"Amazing game, but the graphics could be better.",Online,7,0.23333333333333336,Positive
Mario Kart 8 Deluxe,37.5,Teen,52.71,PS4,Yes,CD Projekt Red,Valve,2014,Adventure,Yes,37.2,High,Average,Good,"Amazing game, but too many bugs.",Online,8,0.23333333333333336,Positive
Among Us,34.3,Teen,55.16,Xbox,No,Rockstar Games,Nintendo,2016,Fighting,No,24.8,Ultra,Excellent,Excellent,"Solid game, but the graphics could be better.",Offline,7,0.033333333333333326,Neutral
Street Fighter V,24.4,Teen,28.57,Android/iOS,No,Valve,Take-Two Interactive,2015,Simulation,No,32.7,Ultra,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,6,0.23333333333333336,Positive
Rocket League,37.9,Everyone,54.63,PS4,No,Capcom,Activision,2014,Adventure,Yes,40.5,High,Poor,Average,"Amazing game, but too many bugs.",Offline,3,0.23333333333333336,Positive
The Elder Scrolls V: Skyrim,16.1,Everyone,23.6,PS4,Yes,Innersloth,Nintendo,2011,Adventure,Yes,10.0,High,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,3,-0.16666666666666666,Neutral
Hades,26.1,Everyone,38.02,Xbox,No,Epic Games,Epic Games,2015,Sports,Yes,23.9,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,2,0.0666666666666667,Neutral
Tetris,26.0,Everyone 10+,23.29,PS4,No,Nintendo,Take-Two Interactive,2019,Shooter,Yes,50.0,Ultra,Poor,Good,"Solid game, but the gameplay is amazing.",Online,4,0.0666666666666667,Neutral
Pokémon Scarlet & Violet,33.9,Teen,59.58,PS4,Yes,Capcom,Innersloth,2014,Party,No,10.6,High,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,3,0.0666666666666667,Neutral
Counter-Strike: Global Offensive,29.9,Mature,44.1,PC,No,Bungie,Capcom,2012,Strategy,Yes,23.5,Low,Good,Poor,"Great game, but too many bugs.",Offline,4,0.3,Positive
Counter-Strike: Global Offensive,36.0,Mature,58.59,PC,No,Valve,Epic Games,2021,Shooter,No,25.9,Medium,Poor,Average,"Great game, but the gameplay is amazing.",Offline,10,0.3333333333333333,Positive
Overwatch 2,36.4,Mature,41.71,Switch,Yes,Nintendo,Square Enix,2018,Simulation,Yes,54.0,High,Average,Average,"Disappointing game, but the graphics could be better.",Offline,4,-0.16666666666666666,Neutral
Red Dead Redemption 2,34.0,Everyone,59.27,Switch,Yes,Capcom,Epic Games,2010,Shooter,Yes,9.5,Medium,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Online,2,-0.1333333333333333,Neutral
Halo Infinite,28.1,Teen,33.55,Android/iOS,Yes,Valve,Innersloth,2014,Puzzle,No,35.0,Ultra,Good,Average,"Solid game, but too many bugs.",Online,6,0.033333333333333326,Neutral
Kingdom Hearts III,24.6,Teen,21.15,Android/iOS,No,Capcom,Epic Games,2023,Adventure,Yes,53.0,Medium,Excellent,Excellent,"Solid game, but the graphics could be better.",Online,10,0.033333333333333326,Neutral
Mario Kart 8 Deluxe,20.4,Mature,32.77,Android/iOS,No,Valve,Valve,2019,Strategy,Yes,13.2,Medium,Good,Average,"Solid game, but the gameplay is amazing.",Online,6,0.0666666666666667,Neutral
Street Fighter V,29.2,Teen,40.45,PS4,No,EA Sports,Electronic Arts,2013,Party,Yes,27.0,Medium,Average,Poor,"Amazing game, but the graphics could be better.",Offline,10,0.23333333333333336,Positive
Grand Theft Auto V,39.2,Mature,56.4,PS4,No,Rockstar Games,Innersloth,2018,Shooter,Yes,40.2,High,Poor,Excellent,"Amazing game, but too many bugs.",Offline,4,0.23333333333333336,Positive
Hades,22.9,Everyone,26.95,PC,No,Innersloth,Electronic Arts,2012,Adventure,Yes,29.3,High,Average,Poor,"Great game, but the graphics could be better.",Online,6,0.3,Positive
Call of Duty: Modern Warfare 2,24.6,Everyone 10+,27.21,PC,Yes,Rockstar Games,Valve,2016,Simulation,No,30.3,Medium,Average,Poor,"Solid game, but the graphics could be better.",Offline,2,0.033333333333333326,Neutral
Spelunky 2,26.8,Teen,42.42,Switch,Yes,Epic Games,Activision,2023,Party,No,21.5,Ultra,Average,Poor,"Solid game, but the graphics could be better.",Online,3,0.033333333333333326,Neutral
Kingdom Hearts III,35.6,Teen,47.84,PS4,Yes,Epic Games,Epic Games,2020,Role-Playing Game,No,41.6,Medium,Excellent,Poor,"Amazing game, but the graphics could be better.",Offline,7,0.23333333333333336,Positive
Hitman 3,32.9,Teen,54.91,Switch,Yes,EA Sports,Epic Games,2016,Action,No,13.2,Medium,Good,Poor,"Great game, but the gameplay is amazing.",Offline,1,0.3333333333333333,Positive
Counter-Strike: Global Offensive,16.0,Everyone,24.4,Android/iOS,No,Nintendo,Capcom,2015,Adventure,Yes,9.6,Ultra,Average,Poor,"Solid game, but the gameplay is amazing.",Online,8,0.0666666666666667,Neutral
Sid Meier’s Civilization VI,17.7,Teen,34.38,PC,No,Bungie,Square Enix,2023,Shooter,Yes,5.4,Low,Poor,Poor,"Great game, but the graphics could be better.",Online,4,0.3,Positive
Ghost of Tsushima,34.6,Mature,44.7,Switch,Yes,Valve,Activision,2017,Adventure,Yes,34.4,Medium,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,8,-0.1333333333333333,Neutral
Super Smash Bros. Ultimate,38.8,Everyone,52.41,Android/iOS,Yes,EA Sports,Epic Games,2020,Action,Yes,46.6,Low,Poor,Poor,"Solid game, but the graphics could be better.",Offline,5,0.033333333333333326,Neutral
Stardew Valley,23.3,Teen,25.84,Switch,No,Capcom,Innersloth,2013,Strategy,No,41.2,High,Average,Poor,"Solid game, but too many bugs.",Online,10,0.033333333333333326,Neutral
